h3_cell,period,mta_ridership_total,mta_ridership_avg,mta_station_count,mta_transfers_total,mta_load_score,survey_date
892a100d20bffff,MD,3201.0,128.04,1,91.0,7.66,reference
892a100d20bffff,NIGHT,603.0,54.81818181818182,1,10.0,1.39,reference
892a100d20bffff,PM,7228.0,267.7037037037037,1,119.0,17.38,reference
892a100d217ffff,AM,2292.0,104.1818181818182,1,7.0,5.47,reference
892a100d217ffff,EARLY,463.0,14.935483870967742,1,1.0,1.05,reference
892a100d217ffff,EVE,3353.0,115.6206896551724,1,14.0,8.03,reference
892a100d217ffff,MD,2120.0,88.33333333333333,1,11.0,5.05,reference
892a100d217ffff,NIGHT,718.0,51.285714285714285,1,3.0,1.67,reference
892a100d217ffff,PM,5430.0,181.0,1,19.0,13.04,reference
892a100d21bffff,AM,1025.0,53.94736842105263,1,5.0,2.41,reference
892a100d21bffff,EARLY,360.0,15.0,1,1.0,0.8,reference
892a100d21bffff,EVE,2568.0,107.0,1,5.0,6.13,reference
892a100d21bffff,MD,1434.0,57.36,1,8.0,3.4,reference
892a100d21bffff,NIGHT,674.0,61.27272727272727,1,1.0,1.56,reference
892a100d21bffff,PM,2942.0,108.96296296296296,1,4.0,7.03,reference
892a100d223ffff,AM,453.0,30.2,1,37.0,1.03,reference
892a100d223ffff,EARLY,206.0,10.3,1,14.0,0.43,reference
892a100d223ffff,EVE,1698.0,84.9,1,64.0,4.03,reference
892a100d223ffff,MD,589.0,31.0,1,32.0,1.36,reference
892a100d223ffff,NIGHT,405.0,40.5,1,21.0,0.91,reference
892a100d223ffff,PM,1505.0,75.25,1,120.0,3.57,reference
892a100d227ffff,AM,4620.0,231.0,1,119.0,11.08,reference
892a100d227ffff,EARLY,823.0,22.86111111111111,1,26.0,1.92,reference
892a100d227ffff,EVE,4502.0,173.15384615384616,1,121.0,10.8,reference
892a100d227ffff,MD,2874.0,102.64285714285714,1,119.0,6.87,reference
892a100d227ffff,NIGHT,1071.0,82.38461538461539,1,14.0,2.52,reference
892a100d227ffff,PM,6041.0,194.8709677419355,1,243.0,14.51,reference
892a100d22bffff,AM,8307.0,332.28,1,801.0,19.98,reference
892a100d22bffff,EARLY,1748.0,40.65116279069768,1,141.0,4.15,reference
892a100d22bffff,EVE,20831.0,650.96875,1,382.0,50.21,reference
892a100d22bffff,MD,10264.0,331.0967741935484,1,437.0,24.7,reference
892a100d22bffff,NIGHT,4178.0,261.125,1,76.0,10.02,reference
892a100d22bffff,PM,25669.0,754.9705882352941,1,754.0,61.88,reference
892a100d243ffff,AM,2787.0,126.6818181818182,1,61.0,6.66,reference
892a100d243ffff,EARLY,441.0,14.225806451612904,1,11.0,1.0,reference
892a100d243ffff,EVE,4050.0,150.0,1,84.0,9.71,reference
892a100d243ffff,MD,2393.0,82.51724137931035,1,58.0,5.71,reference
892a100d243ffff,NIGHT,729.0,56.07692307692308,1,9.0,1.69,reference
892a100d243ffff,PM,5367.0,173.1290322580645,1,210.0,12.89,reference
892a100d247ffff,AM,798.0,46.94117647058823,1,1.0,1.86,reference
892a100d247ffff,EARLY,146.0,6.083333333333333,1,0.0,0.29,reference
892a100d247ffff,EVE,1514.0,60.56,1,10.0,3.59,reference
892a100d247ffff,MD,840.0,36.52173913043478,1,3.0,1.96,reference
892a100d247ffff,NIGHT,202.0,18.363636363636363,1,0.0,0.42,reference
892a100d247ffff,PM,2107.0,81.03846153846153,1,5.0,5.02,reference
892a100d257ffff,AM,1406.0,82.70588235294117,1,93.0,3.33,reference
892a100d257ffff,EARLY,221.0,8.185185185185185,1,16.0,0.47,reference
892a100d257ffff,EVE,2598.0,103.92,1,70.0,6.2,reference
892a100d257ffff,MD,1548.0,64.5,1,95.0,3.67,reference
892a100d257ffff,NIGHT,522.0,43.5,1,15.0,1.19,reference
892a100d257ffff,PM,3259.0,116.39285714285714,1,163.0,7.8,reference
892a100d27bffff,AM,5053.0,240.6190476190476,1,230.0,12.13,reference
892a100d27bffff,EARLY,1054.0,25.09523809523809,1,64.0,2.48,reference
892a100d27bffff,EVE,9294.0,309.8,1,151.0,22.36,reference
892a100d27bffff,MD,4955.0,176.96428571428572,1,136.0,11.89,reference
892a100d27bffff,NIGHT,1972.0,140.85714285714286,1,46.0,4.69,reference
892a100d27bffff,PM,10955.0,377.7586206896552,1,298.0,26.37,reference
892a100d28fffff,AM,3409.0,179.42105263157896,1,275.0,8.16,reference
892a100d28fffff,EARLY,464.0,15.466666666666669,1,48.0,1.05,reference
892a100d28fffff,EVE,4637.0,178.34615384615384,1,57.0,11.13,reference
892a100d28fffff,MD,3216.0,110.89655172413794,1,79.0,7.7,reference
892a100d28fffff,NIGHT,793.0,79.3,1,8.0,1.85,reference
892a100d28fffff,PM,7635.0,263.2758620689655,1,99.0,18.36,reference
892a100d2c3ffff,AM,28022.0,583.7916666666666,2,644.0,67.56,reference
892a100d2c3ffff,EARLY,7634.0,86.75,2,64.0,18.36,reference
892a100d2c3ffff,EVE,32553.0,508.640625,2,377.0,78.49,reference
892a100d2c3ffff,MD,20536.0,342.26666666666665,2,265.0,49.49,reference
892a100d2c3ffff,NIGHT,6151.0,227.8148148148148,2,51.0,14.78,reference
892a100d2c3ffff,PM,40597.0,605.9253731343283,2,601.0,97.91,reference
892a100d2cfffff,AM,1406.0,70.3,1,3.0,3.33,reference
892a100d2cfffff,EARLY,222.0,10.090909090909092,1,0.0,0.47,reference
892a100d2cfffff,EVE,2464.0,102.66666666666669,1,5.0,5.88,reference
892a100d2cfffff,MD,1724.0,66.3076923076923,1,7.0,4.1,reference
892a100d2cfffff,NIGHT,404.0,36.72727272727273,1,0.0,0.91,reference
892a100d2cfffff,PM,3065.0,113.51851851851852,1,8.0,7.33,reference
892a100d2dbffff,AM,14802.0,672.8181818181819,1,121.0,35.66,reference
892a100d2dbffff,EARLY,4231.0,96.1590909090909,1,29.0,10.15,reference
892a100d2dbffff,EVE,14431.0,465.5161290322581,1,109.0,34.76,reference
892a100d2dbffff,MD,11218.0,373.9333333333333,1,107.0,27.01,reference
892a100d2dbffff,NIGHT,2734.0,182.26666666666668,1,10.0,6.53,reference
892a100d2dbffff,PM,18787.0,587.09375,1,180.0,45.27,reference
892a100d47bffff,AM,1964.0,109.11111111111111,1,24.0,4.67,reference
892a100d47bffff,EARLY,246.0,9.461538461538462,1,5.0,0.53,reference
892a100d47bffff,EVE,1168.0,48.66666666666666,1,112.0,2.75,reference
892a100d47bffff,MD,1254.0,52.25,1,65.0,2.96,reference
892a100d47bffff,NIGHT,169.0,15.363636363636363,1,11.0,0.34,reference
892a100d47bffff,PM,1753.0,73.04166666666667,1,155.0,4.17,reference
892a100d603ffff,EARLY,53.0,4.076923076923077,1,1.0,0.06,reference
892a100d603ffff,EVE,4838.0,210.34782608695653,1,24.0,11.61,reference
892a100d603ffff,MD,1711.0,74.3913043478261,1,19.0,4.06,reference
892a100d603ffff,NIGHT,393.0,43.66666666666666,1,0.0,0.88,reference
892a100d603ffff,PM,8376.0,322.15384615384613,1,45.0,20.15,reference
892a100d607ffff,AM,4727.0,236.35,1,87.0,11.34,reference
892a100d607ffff,EARLY,743.0,19.05128205128205,1,25.0,1.73,reference
892a100d607ffff,EVE,12847.0,443.0,1,148.0,30.94,reference
892a100d607ffff,MD,6491.0,231.82142857142856,1,84.0,15.6,reference
892a100d607ffff,NIGHT,1606.0,133.83333333333334,1,25.0,3.81,reference
892a100d607ffff,PM,21692.0,774.7142857142857,1,169.0,52.28,reference
892a100d61bffff,AM,452.0,32.285714285714285,1,18.0,1.03,reference
892a100d61bffff,EARLY,224.0,8.296296296296296,1,5.0,0.48,reference
892a100d61bffff,EVE,2497.0,99.88,1,39.0,5.96,reference
892a100d61bffff,MD,1184.0,56.38095238095238,1,12.0,2.79,reference
892a100d61bffff,NIGHT,631.0,52.583333333333336,1,13.0,1.46,reference
892a100d61bffff,PM,3088.0,147.04761904761904,1,50.0,7.39,reference
892a100d643ffff,AM,3749.0,83.31111111111112,2,40.0,8.98,reference
892a100d643ffff,EARLY,1297.0,18.52857142857143,2,8.0,3.06,reference
892a100d643ffff,EVE,9807.0,181.61111111111111,2,61.0,23.6,reference
892a100d643ffff,MD,5222.0,96.70370370370372,2,35.0,12.54,reference
892a100d643ffff,NIGHT,2406.0,109.36363636363636,2,9.0,5.74,reference
892a100d643ffff,PM,12615.0,213.8135593220339,2,98.0,30.38,reference
892a100d64fffff,AM,1782.0,84.85714285714286,1,10.0,4.24,reference
892a100d64fffff,EARLY,663.0,18.942857142857143,1,4.0,1.53,reference
892a100d64fffff,EVE,6467.0,248.73076923076923,1,18.0,15.54,reference
892a100d64fffff,MD,3215.0,119.07407407407408,1,19.0,7.69,reference
892a100d64fffff,NIGHT,1600.0,145.45454545454547,1,10.0,3.8,reference
892a100d64fffff,PM,7501.0,250.03333333333333,1,50.0,18.04,reference
892a100d657ffff,AM,3865.0,99.1025641025641,2,146.0,9.26,reference
892a100d657ffff,EARLY,944.0,14.984126984126984,2,9.0,2.21,reference
892a100d657ffff,EVE,11073.0,201.3272727272727,2,149.0,26.66,reference
892a100d657ffff,MD,5947.0,116.6078431372549,2,131.0,14.29,reference
892a100d657ffff,NIGHT,2388.0,85.28571428571429,2,24.0,5.7,reference
892a100d657ffff,PM,16553.0,295.5892857142857,2,266.0,39.88,reference
892a100d667ffff,AM,25278.0,972.2307692307692,1,450.0,60.94,reference
892a100d667ffff,EARLY,4495.0,107.02380952380952,1,90.0,10.78,reference
892a100d667ffff,EVE,27687.0,922.9,1,179.0,66.75,reference
892a100d667ffff,MD,16615.0,519.21875,1,154.0,40.03,reference
892a100d667ffff,NIGHT,3704.0,284.9230769230769,1,26.0,8.87,reference
892a100d667ffff,PM,41465.0,1151.8055555555557,1,307.0,100.0,reference
892a100d66bffff,AM,31378.0,1307.4166666666667,1,575.0,75.66,reference
892a100d66bffff,EARLY,13130.0,279.3617021276596,1,221.0,31.62,reference
892a100d66bffff,EVE,31563.0,986.34375,1,247.0,76.1,reference
892a100d66bffff,MD,20889.0,614.3823529411765,1,248.0,50.35,reference
892a100d66bffff,NIGHT,8346.0,490.9411764705882,1,23.0,20.08,reference
892a100d66bffff,PM,38323.0,958.075,1,382.0,92.42,reference
892a100d66fffff,AM,1845.0,87.85714285714286,1,162.0,4.39,reference
892a100d66fffff,EARLY,887.0,22.743589743589745,1,100.0,2.08,reference
892a100d66fffff,EVE,14717.0,507.4827586206897,1,87.0,35.45,reference
892a100d66fffff,MD,5497.0,177.32258064516128,1,75.0,13.2,reference
892a100d66fffff,NIGHT,2106.0,162.0,1,11.0,5.02,reference
892a100d66fffff,PM,19220.0,565.2941176470588,1,197.0,46.32,reference
892a100d673ffff,AM,1402.0,66.76190476190476,1,29.0,3.32,reference
892a100d673ffff,EARLY,664.0,16.6,1,4.0,1.54,reference
892a100d673ffff,EVE,14844.0,530.1428571428571,1,42.0,35.76,reference
892a100d673ffff,MD,5532.0,204.88888888888889,1,35.0,13.28,reference
892a100d673ffff,NIGHT,1815.0,129.64285714285714,1,3.0,4.31,reference
892a100d673ffff,PM,22178.0,672.060606060606,1,75.0,53.46,reference
892a100d68fffff,AM,5637.0,137.4878048780488,2,723.0,13.54,reference
892a100d68fffff,EARLY,1023.0,14.013698630136986,2,189.0,2.4,reference
892a100d68fffff,EVE,12808.0,237.1851851851852,2,1340.0,30.84,reference
892a100d68fffff,MD,7232.0,124.6896551724138,2,1329.0,17.39,reference
892a100d68fffff,NIGHT,1943.0,69.39285714285714,2,192.0,4.62,reference
892a100d68fffff,PM,20812.0,352.7457627118644,2,1738.0,50.16,reference
892a100d693ffff,AM,2111.0,105.55,1,83.0,5.03,reference
892a100d693ffff,EARLY,195.0,9.75,1,19.0,0.41,reference
892a100d693ffff,EVE,3645.0,140.19230769230768,1,146.0,8.73,reference
892a100d693ffff,MD,2887.0,115.48,1,94.0,6.9,reference
892a100d693ffff,NIGHT,406.0,40.6,1,23.0,0.91,reference
892a100d693ffff,PM,7481.0,277.0740740740741,1,409.0,17.99,reference
892a100d6c7ffff,AM,536.0,38.285714285714285,1,48.0,1.23,reference
892a100d6c7ffff,EARLY,129.0,6.142857142857143,1,12.0,0.25,reference
892a100d6c7ffff,EVE,3882.0,161.75,1,93.0,9.3,reference
892a100d6c7ffff,MD,1704.0,77.45454545454545,1,55.0,4.05,reference
892a100d6c7ffff,NIGHT,544.0,49.45454545454545,1,11.0,1.25,reference
892a100d6c7ffff,PM,6043.0,251.79166666666663,1,168.0,14.52,reference
892a100d6cbffff,AM,5568.0,265.1428571428572,1,173.0,13.37,reference
892a100d6cbffff,EARLY,1291.0,33.1025641025641,1,23.0,3.05,reference
892a100d6cbffff,EVE,13307.0,475.25,1,267.0,32.05,reference
892a100d6cbffff,MD,7660.0,264.13793103448273,1,188.0,18.42,reference
892a100d6cbffff,NIGHT,2516.0,193.53846153846155,1,41.0,6.01,reference
892a100d6cbffff,PM,19324.0,603.875,1,512.0,46.57,reference
892a10721b7ffff,AM,3151.0,157.55,1,129.0,7.54,reference
892a10721b7ffff,EARLY,1051.0,30.02857142857143,1,32.0,2.47,reference
892a10721b7ffff,EVE,10046.0,346.41379310344826,1,125.0,24.18,reference
892a10721b7ffff,MD,4273.0,158.25925925925927,1,88.0,10.25,reference
892a10721b7ffff,NIGHT,2069.0,172.41666666666666,1,24.0,4.93,reference
892a10721b7ffff,PM,13378.0,495.4814814814815,1,218.0,32.22,reference
892a107253bffff,AM,1797.0,89.85,1,2.0,4.27,reference
892a107253bffff,EARLY,546.0,14.36842105263158,1,1.0,1.25,reference
892a107253bffff,EVE,6634.0,255.15384615384616,1,28.0,15.94,reference
892a107253bffff,MD,2662.0,102.3846153846154,1,15.0,6.36,reference
892a107253bffff,NIGHT,1030.0,73.57142857142857,1,2.0,2.42,reference
892a107253bffff,PM,10607.0,365.7586206896552,1,34.0,25.53,reference
892a1072803ffff,AM,2871.0,143.55,1,1235.0,6.86,reference
892a1072803ffff,EARLY,774.0,21.5,1,342.0,1.8,reference
892a1072803ffff,EVE,3043.0,121.72,1,150.0,7.28,reference
892a1072803ffff,MD,2605.0,93.03571428571428,1,347.0,6.22,reference
892a1072803ffff,NIGHT,328.0,27.33333333333333,1,14.0,0.73,reference
892a1072803ffff,PM,8319.0,286.86206896551727,1,270.0,20.01,reference
892a1072807ffff,AM,4088.0,204.4,1,1856.0,9.8,reference
892a1072807ffff,EARLY,1204.0,30.1,1,473.0,2.84,reference
892a1072807ffff,EVE,4028.0,154.92307692307693,1,235.0,9.66,reference
892a1072807ffff,MD,3450.0,132.69230769230768,1,482.0,8.26,reference
892a1072807ffff,NIGHT,542.0,41.69230769230769,1,38.0,1.24,reference
892a1072807ffff,PM,9011.0,321.82142857142856,1,451.0,21.68,reference
892a1072813ffff,AM,1999.0,66.63333333333334,2,360.0,4.76,reference
892a1072813ffff,EARLY,235.0,8.10344827586207,2,65.0,0.5,reference
892a1072813ffff,EVE,1936.0,47.21951219512195,2,30.0,4.61,reference
892a1072813ffff,MD,1653.0,39.35714285714285,2,128.0,3.92,reference
892a1072813ffff,NIGHT,238.0,15.866666666666667,2,1.0,0.51,reference
892a1072813ffff,PM,3885.0,84.45652173913044,2,69.0,9.31,reference
892a1072883ffff,AM,10587.0,441.125,1,52.0,25.48,reference
892a1072883ffff,EARLY,2285.0,55.73170731707317,1,21.0,5.45,reference
892a1072883ffff,EVE,14160.0,472.0,1,26.0,34.11,reference
892a1072883ffff,MD,8555.0,285.1666666666667,1,48.0,20.58,reference
892a1072883ffff,NIGHT,1878.0,134.14285714285714,1,2.0,4.47,reference
892a1072883ffff,PM,25386.0,725.3142857142857,1,64.0,61.2,reference
892a107288fffff,AM,4453.0,76.77586206896552,3,111.0,10.68,reference
892a107288fffff,EARLY,610.0,9.682539682539682,3,34.0,1.41,reference
892a107288fffff,EVE,7107.0,91.1153846153846,3,35.0,17.09,reference
892a107288fffff,MD,4243.0,57.33783783783784,3,45.0,10.17,reference
892a107288fffff,NIGHT,1019.0,35.13793103448276,3,6.0,2.39,reference
892a107288fffff,PM,14660.0,185.56962025316452,3,57.0,35.31,reference
892a1072893ffff,AM,2978.0,80.48648648648648,2,49.0,7.12,reference
892a1072893ffff,EARLY,528.0,10.56,2,13.0,1.21,reference
892a1072893ffff,EVE,5258.0,107.3061224489796,2,13.0,12.62,reference
892a1072893ffff,MD,4374.0,81.0,2,17.0,10.49,reference
892a1072893ffff,NIGHT,674.0,28.08333333333333,2,3.0,1.56,reference
892a1072893ffff,PM,12218.0,218.17857142857144,2,47.0,29.42,reference
892a107289bffff,AM,5928.0,269.45454545454544,1,316.0,14.24,reference
892a107289bffff,EARLY,1420.0,37.36842105263158,1,82.0,3.36,reference
892a107289bffff,EVE,10689.0,344.80645161290323,1,55.0,25.73,reference
892a107289bffff,MD,6321.0,210.7,1,113.0,15.19,reference
892a107289bffff,NIGHT,1196.0,79.73333333333333,1,5.0,2.82,reference
892a107289bffff,PM,20473.0,660.4193548387096,1,124.0,49.34,reference
892a10728d7ffff,AM,2910.0,153.1578947368421,1,7.0,6.96,reference
892a10728d7ffff,EARLY,488.0,16.82758620689655,1,0.0,1.11,reference
892a10728d7ffff,EVE,2746.0,130.76190476190476,1,2.0,6.56,reference
892a10728d7ffff,MD,2018.0,84.08333333333333,1,6.0,4.8,reference
892a10728d7ffff,NIGHT,247.0,24.7,1,0.0,0.53,reference
892a10728d7ffff,PM,5159.0,206.36,1,9.0,12.38,reference
892a1072c0bffff,AM,351.0,25.071428571428573,1,3.0,0.78,reference
892a1072c0bffff,EARLY,73.0,5.214285714285714,1,0.0,0.11,reference
892a1072c0bffff,EVE,1132.0,53.90476190476191,1,0.0,2.67,reference
892a1072c0bffff,MD,520.0,26.0,1,1.0,1.19,reference
892a1072c0bffff,NIGHT,222.0,22.2,1,0.0,0.47,reference
892a1072c0bffff,PM,1531.0,66.56521739130434,1,0.0,3.63,reference
892a1072c0fffff,AM,1094.0,60.77777777777778,1,12.0,2.57,reference
892a1072c0fffff,EARLY,242.0,10.083333333333334,1,3.0,0.52,reference
892a1072c0fffff,EVE,4011.0,167.125,1,3.0,9.61,reference
892a1072c0fffff,MD,1806.0,69.46153846153847,1,4.0,4.29,reference
892a1072c0fffff,NIGHT,580.0,48.333333333333336,1,0.0,1.33,reference
892a1072c0fffff,PM,5831.0,208.25,1,14.0,14.01,reference
892a1072c17ffff,AM,1622.0,49.15151515151515,2,5.0,3.85,reference
892a1072c17ffff,EARLY,371.0,8.244444444444444,2,0.0,0.83,reference
892a1072c17ffff,EVE,6057.0,118.76470588235294,2,9.0,14.55,reference
892a1072c17ffff,MD,2820.0,58.75,2,10.0,6.74,reference
892a1072c17ffff,NIGHT,779.0,37.095238095238095,2,1.0,1.81,reference
892a1072c17ffff,PM,7035.0,146.5625,2,8.0,16.91,reference
892a1072c1bffff,AM,1042.0,65.125,1,6.0,2.45,reference
892a1072c1bffff,EARLY,220.0,11.0,1,1.0,0.47,reference
892a1072c1bffff,EVE,3809.0,165.6086956521739,1,3.0,9.13,reference
892a1072c1bffff,MD,1585.0,60.96153846153846,1,2.0,3.76,reference
892a1072c1bffff,NIGHT,497.0,41.41666666666666,1,0.0,1.13,reference
892a1072c1bffff,PM,5569.0,192.0344827586207,1,10.0,13.37,reference
892a1072c3bffff,AM,2241.0,112.05,1,10.0,5.34,reference
892a1072c3bffff,EARLY,514.0,14.685714285714283,1,0.0,1.18,reference
892a1072c3bffff,EVE,10839.0,361.3,1,32.0,26.09,reference
892a1072c3bffff,MD,5640.0,188.0,1,37.0,13.55,reference
892a1072c3bffff,NIGHT,1569.0,112.07142857142856,1,5.0,3.72,reference
892a1072c3bffff,PM,13680.0,390.8571428571428,1,58.0,32.95,reference
892a1072c67ffff,AM,1551.0,86.16666666666667,1,45.0,3.68,reference
892a1072c67ffff,EARLY,208.0,10.4,1,8.0,0.44,reference
892a1072c67ffff,EVE,3538.0,147.41666666666666,1,11.0,8.47,reference
892a1072c67ffff,MD,1876.0,72.15384615384616,1,14.0,4.46,reference
892a1072c67ffff,NIGHT,501.0,41.75,1,0.0,1.14,reference
892a1072c67ffff,PM,6505.0,203.28125,1,35.0,15.63,reference
892a1072c73ffff,AM,556.0,55.6,1,5.0,1.28,reference
892a1072c73ffff,EARLY,107.0,5.35,1,0.0,0.19,reference
892a1072c73ffff,EVE,1217.0,55.31818181818182,1,4.0,2.87,reference
892a1072c73ffff,MD,817.0,34.041666666666664,1,1.0,1.91,reference
892a1072c73ffff,NIGHT,163.0,16.3,1,0.0,0.33,reference
892a1072c73ffff,PM,1817.0,86.52380952380952,1,6.0,4.32,reference
892a1072c8fffff,AM,3613.0,190.1578947368421,1,75.0,8.65,reference
892a1072c8fffff,EARLY,695.0,20.44117647058824,1,3.0,1.61,reference
892a1072c8fffff,EVE,10351.0,383.3703703703704,1,30.0,24.91,reference
892a1072c8fffff,MD,4544.0,174.76923076923077,1,35.0,10.9,reference
892a1072c8fffff,NIGHT,1514.0,116.46153846153848,1,5.0,3.59,reference
892a1072c8fffff,PM,10995.0,366.5,1,87.0,26.47,reference
892a1072c93ffff,AM,4803.0,150.09375,2,59.0,11.53,reference
892a1072c93ffff,EARLY,667.0,13.07843137254902,2,6.0,1.54,reference
892a1072c93ffff,EVE,5663.0,115.57142857142856,2,42.0,13.6,reference
892a1072c93ffff,MD,2884.0,62.69565217391305,2,32.0,6.89,reference
892a1072c93ffff,NIGHT,1251.0,56.86363636363637,2,4.0,2.95,reference
892a1072c93ffff,PM,6175.0,118.75,2,34.0,14.84,reference
892a1072ca7ffff,AM,4534.0,206.0909090909091,1,159.0,10.88,reference
892a1072ca7ffff,EARLY,1249.0,32.02564102564103,1,37.0,2.95,reference
892a1072ca7ffff,EVE,5213.0,200.5,1,96.0,12.52,reference
892a1072ca7ffff,MD,3558.0,122.6896551724138,1,119.0,8.52,reference
892a1072ca7ffff,NIGHT,1405.0,117.08333333333331,1,18.0,3.33,reference
892a1072ca7ffff,PM,7092.0,221.625,1,236.0,17.05,reference
892a1072cabffff,AM,261.0,15.352941176470589,1,1.0,0.56,reference
892a1072cabffff,EARLY,136.0,8.5,1,0.0,0.26,reference
892a1072cabffff,EVE,818.0,34.083333333333336,1,4.0,1.91,reference
892a1072cabffff,MD,393.0,17.863636363636363,1,3.0,0.88,reference
892a1072cabffff,NIGHT,270.0,27.0,1,2.0,0.59,reference
892a1072cabffff,PM,817.0,38.90476190476191,1,5.0,1.91,reference
892a1072cafffff,AM,2281.0,108.61904761904762,1,60.0,5.44,reference
892a1072cafffff,EARLY,462.0,13.588235294117649,1,6.0,1.05,reference
892a1072cafffff,EVE,4768.0,176.59259259259258,1,46.0,11.44,reference
892a1072cafffff,MD,3443.0,114.76666666666668,1,56.0,8.24,reference
892a1072cafffff,NIGHT,611.0,55.54545454545455,1,2.0,1.41,reference
892a1072cafffff,PM,6867.0,201.9705882352941,1,105.0,16.51,reference
892a1072cb3ffff,AM,2424.0,127.57894736842104,1,66.0,5.78,reference
892a1072cb3ffff,EARLY,607.0,16.86111111111111,1,6.0,1.4,reference
892a1072cb3ffff,EVE,3135.0,125.4,1,64.0,7.5,reference
892a1072cb3ffff,MD,1789.0,71.56,1,42.0,4.25,reference
892a1072cb3ffff,NIGHT,772.0,55.142857142857146,1,8.0,1.8,reference
892a1072cb3ffff,PM,3239.0,115.67857142857144,1,115.0,7.75,reference
892a1072ccfffff,AM,1035.0,60.88235294117647,1,5.0,2.43,reference
892a1072ccfffff,EARLY,179.0,6.392857142857143,1,2.0,0.37,reference
892a1072ccfffff,EVE,2645.0,120.22727272727272,1,6.0,6.32,reference
892a1072ccfffff,MD,1562.0,60.07692307692308,1,8.0,3.7,reference
892a1072ccfffff,NIGHT,546.0,49.63636363636363,1,0.0,1.25,reference
892a1072ccfffff,PM,5189.0,207.56,1,8.0,12.46,reference
892a1072cd3ffff,AM,1306.0,76.82352941176471,1,17.0,3.09,reference
892a1072cd3ffff,EARLY,403.0,14.392857142857142,1,1.0,0.91,reference
892a1072cd3ffff,EVE,2359.0,102.56521739130434,1,8.0,5.63,reference
892a1072cd3ffff,MD,1144.0,52.0,1,5.0,2.7,reference
892a1072cd3ffff,NIGHT,828.0,82.8,1,0.0,1.93,reference
892a1072cd3ffff,PM,2188.0,91.16666666666669,1,12.0,5.22,reference
892a1072cd7ffff,AM,4396.0,209.33333333333331,1,60.0,10.54,reference
892a1072cd7ffff,EARLY,1520.0,40.0,1,42.0,3.6,reference
892a1072cd7ffff,EVE,10272.0,321.0,1,42.0,24.72,reference
892a1072cd7ffff,MD,4010.0,143.21428571428572,1,33.0,9.61,reference
892a1072cd7ffff,NIGHT,2994.0,230.30769230769232,1,5.0,7.16,reference
892a1072cd7ffff,PM,10330.0,356.2068965517241,1,54.0,24.86,reference
892a1072dc3ffff,AM,2318.0,105.36363636363636,1,68.0,5.53,reference
892a1072dc3ffff,EARLY,573.0,17.363636363636363,1,10.0,1.32,reference
892a1072dc3ffff,EVE,2523.0,97.03846153846152,1,32.0,6.02,reference
892a1072dc3ffff,MD,2085.0,67.25806451612904,1,37.0,4.97,reference
892a1072dc3ffff,NIGHT,493.0,41.083333333333336,1,0.0,1.12,reference
892a1072dc3ffff,PM,3818.0,119.3125,1,65.0,9.15,reference
